brand;name;link;image;color;consist;description
Vans;Laggs Dress;https://www.6pm.com/p/vans-laggs-dress-polka-ditsy/product/9384342/color/864621;https://m.media-amazon.com/images/I/71IMZUWA6KL._AC_SX510_.jpg;Polka Ditsy; 100% viscose;Vans™ Clothing Women's Tops Fit Chart 
BCBGMAXAZRIA;Asymmetrical Hem Dress;https://www.6pm.com/p/bcbgmaxazria-asymmetrical-hem-dress-optic-white-crossway-stripe/product/9420010/color/878308;https://m.media-amazon.com/images/I/818SNUDCdnL._AC_SX510_.jpg;Optic White/Crossway Stripe; 100% polyester ;Take your style to the next level in the sleeveless BCBGMAXAZRIA® Asymmetrical Hem Dress featuring a shift silhouette and an eye-catching print on a georgette fabrication. 
Cupcakes and Cashmere;Lesley Lace Wrap Dress;https://www.6pm.com/p/cupcakes-and-cashmere-lesley-lace-wrap-dress-cintron-yellow/product/9426222/color/812931;https://m.media-amazon.com/images/I/71JI966-F0L._AC_SX510_.jpg;Cintron Yellow;" 100% nylon;Lining: 100% polyester ";Cocktails and conversation are the goal in the Cupcakes and Cashmere™ Lesley Lace Wrap Dress.
Cupcakes and Cashmere;Mollie Dress;https://www.6pm.com/p/cupcakes-and-cashmere-mollie-dress-verdant-green/product/9425206/color/157249;https://m.media-amazon.com/images/I/71FtcSOYt-L._AC_SX510_.jpg;Verdant Green; 100% cotton;The Cupcakes and Cashmere™ Mollie Dress drapes your look in sophistication with its floral lace silhouette in a soft cotton fabrication.
BB Dakota;Street Style Dress;https://www.6pm.com/p/bb-dakota-street-style-dress-navy/product/9425225/color/9;https://m.media-amazon.com/images/I/816Lf70Rt6L._AC_SX510_.jpg;Navy; 95% viscose, 5% elastane ;You own the concrete jungle in the BB Dakota™ Street Style Dress. Rounded neckline with three-quarter length sleeves and an easy slip-on design pair perfectly with sneakers. 
Jack by BB Dakota;Shoulder of Love Dress;https://www.6pm.com/p/jack-by-bb-dakota-shoulder-of-love-dress-black/product/9425232/color/3;https://m.media-amazon.com/images/I/81lpkzaxByL._AC_SX510_.jpg;Black; 100% polyester;Featuring embroidery and sheer detail, make the most of your springtime look wearing the Jack by BB Dakota™ Shoulder of Love Dress with adjustable spaghetti straps.
Anne Klein;Zip Front 3/4 Sleeve Sheath Dress;https://www.6pm.com/p/anne-klein-zip-front-3-4-sleeve-sheath-dress-high-sky/product/9432912/color/887287;https://m.media-amazon.com/images/I/713b0gZQXhL._AC_SX510_.jpg;High Sky;" 90% polyester, 10% elastane;Lining: 100% polyester";Featuring a unique stand-up collar and V-neckline, look and feel like a boss wearing the poly-blend Anne Klein® Zip Front 3/4 Sleeve Sheath Dress.
Cupcakes and Cashmere;Deliz Crepe One Shoulder Cape Sleeve Dress;https://www.6pm.com/p/cupcakes-and-cashmere-deliz-crepe-one-shoulder-cape-sleeve-dress-leaf-green/product/9228013/color/24872;https://m.media-amazon.com/images/I/714cG3k90rL._AC_SX510_.jpg;Leaf Green; 100% polyester;Turn up the drama in this Cupcakes & Cashmere™ Deliz Crepe One Shoulder Cape Sleeve Dress.
Cupcakes and Cashmere;Salona Chiffon Dress with Godet Details;https://www.6pm.com/p/cupcakes-and-cashmere-salona-chiffon-dress-with-godet-details-leaf-green/product/9228022/color/24872;https://m.media-amazon.com/images/I/71w6t7uK82L._AC_SX510_.jpg;Leaf Green; 100% polyester;You'll be sure to twist and turn on the dance floor wearing the Cupcakes & Cashmere™ Salona Chiffon Dress with Godet Details.
Joules;Daisy;https://www.6pm.com/p/joules-daisy-anniversary-floral/product/9356463/color/831555;https://m.media-amazon.com/images/I/81WhlwM+1tL._AC_SX510_.jpg;Anniversary Floral; 100% viscose ;Add a lovely style to your wardrobe, the fancy Joules® Daisy dress.
Hatley Kids;Nautical Swiss Dots Smocked Dress (Toddler/Little Kids/Big Kids);https://www.6pm.com/p/hatley-kids-nautical-swiss-dots-smocked-dress-toddler-little-kids-big-kids-blue/product/9396533/color/158;https://m.media-amazon.com/images/I/81WiRDpVYUL._AC_SX510_.jpg;Blue; 100% cotton ;All her wildest summer dreams will come true in this Hatley® Kids Nautical Swiss Dots Smocked Dress! With its a round neckline, smocked yoke, and flutter sleeves, you'll both love how adorable she looks in this piece!
Betsey Johnson;Long Sleeve Sequin Shift Dress;https://www.6pm.com/p/betsey-johnson-long-sleeve-sequin-shift-dress-burgundy/product/9400796/color/7;https://m.media-amazon.com/images/I/81QECH4zmcL._AC_SX510_.jpg;Burgundy; 95% polyester, 5% spandex ;Shimmer your way into the new you with the Betsey Johnson® Long Sleeve Sequin Shift Dress. Allover sequin detail with bateau neckline, lovely scoop back and three-quarter length sleeves. 
Betsey Johnson;Leopard Mini Dress with V-Back;https://www.6pm.com/p/betsey-johnson-leopard-mini-dress-with-v-back-red-leopard/product/9400798/color/30902;https://m.media-amazon.com/images/I/81-B5U3n1CL._AC_SX510_.jpg;Red Leopard; 95% polyester, 5% spandex;The Betsey Johnson® Leopard Mini Dress with V-Back dress will be the show stopper with its fitted silhouette in a poly-blend knit.
Calvin Klein;Starburst Sheath Dress;https://www.6pm.com/p/calvin-klein-starburst-sheath-dress-blossom/product/9406961/color/18872;https://m.media-amazon.com/images/I/61JmSEW57ZL._AC_SX510_.jpg;Blossom; 94% polyester, 6% spandexLining: 100% polyester  ;Brighten up the room in this Calvin Klein® Dress. It features a sheath silhouette, flattering pintucking, and a solid stretch-poly fabrication. 
Calvin Klein;Short Sleeve Animal Print Sheath Dress;https://www.6pm.com/p/calvin-klein-short-sleeve-animal-print-sheath-dress-black-multi/product/9406981/color/80;https://m.media-amazon.com/images/I/71-3x0EDg1L._AC_SX510_.jpg;Black Multi; 91% polyester, 9% spandexLining: 100% polyester ;Your style will be roaring with confidence in the Calvin Klein® dress featuring a sheath silhouette, structured seaming, and a lined stretch-poly fabrication. 
Calvin Klein;Chiffon Jacquard Dress with Ruffle Arm and Neck;https://www.6pm.com/p/calvin-klein-chiffon-jacquard-dress-with-ruffle-arm-and-neck-indigo/product/9406979/color/421;https://m.media-amazon.com/images/I/71m8PFj-9QL._AC_SX510_.jpg;Indigo; 100% polyester ;Elevate your style in the Calvin Klein® dress featuring an A-line silhouette, ruffle trim, and a jacquard design on a chiffon fabrication. 
Halston;Metallic Knit Dress;https://www.6pm.com/p/halston-metallic-knit-dress-black-silver/product/9419057/color/147;https://m.media-amazon.com/images/I/919u8Qm9k+L._AC_SX510_.jpg;Black/Silver; 71% acetate, 13% polyester, 11% nylon, 5% spandexLining: 92% polyester, 8% spandex ;Shine brighter than the stars in the HALSTON® dress featuring a figure-loving silhouette, a flattering drape, and a lined metallic-knit fabrication. 
American Rose;Peyton Leopard Print Sleeveless Dress;https://www.6pm.com/p/american-rose-peyton-leopard-print-sleeveless-dress-ivory/product/9447720/color/422;https://m.media-amazon.com/images/I/81EBkWG9hGL._AC_SX510_.jpg;Ivory; 100% polyester ;Create an unforgettable look in the American Rose™ Peyton Leopard Print Sleeveless Dress thanks to its flattering silhouette and bold animal print.  
American Rose;Rory Maxi Dress with Shoulder Ties;https://www.6pm.com/p/american-rose-rory-maxi-dress-with-shoulder-ties-golden-yellow/product/9449074/color/42414;https://m.media-amazon.com/images/I/71hu6Md70kL._AC_SX510_.jpg;Golden Yellow; 100% polyester;Brighten up any room in the sleeveless American Rose™ Rory Maxi Dress with Shoulder Ties featuring a flattering silhouette, gathered seaming, and a solid colorway on a poly fabrication. 
Show Me Your Mumu;Leslie Mini Wrap Dress;https://www.6pm.com/p/show-me-your-mumu-leslie-mini-wrap-dress-late-night-stripe/product/9181594/color/798300;https://m.media-amazon.com/images/I/81ZPle-KjWL._AC_SX510_.jpg;Late Night Stripe; 96% rayon, 4% Lurex®;Wrap yourself in stunning style with this Show Me Your Mumu® Leslie Mini Wrap Dress.
Donna Morgan;3/4 Sleeve Fit & Flare Dress with V-Neck;https://www.6pm.com/p/donna-morgan-3-4-sleeve-fit-flare-dress-with-v-neck-ivory-marigold-multi/product/9235319/color/816843;https://m.media-amazon.com/images/I/71JXSC1h2dL._AC_SX510_.jpg;Ivory/Marigold Multi;" 100%  polyester;Lining: 100% polyester ";Your style will be in full bloom in this Donna Morgan™ 3/4 Sleeve Fit & Flare Dress with V-Neck. 
Stella McCartney Kids;Long Sleeve Flock Stars Tulle Dress (Toddler/Little Kids/Big Kids);https://www.6pm.com/p/stella-mccartney-kids-long-sleeve-flock-stars-tulle-dress-toddler-little-kids-big-kids-black/product/9296511/color/3;https://m.media-amazon.com/images/I/81AKengWuhL._AC_SX510_.jpg;Black; 100% polyesterLining: 100% cotton;She will shine in the Stella McCartney Kids™ Long Sleeve Flock Stars Tulle Dress with jewel neckline.
Stella McCartney Kids;Long Sleeve Color Block Dress with Zipper (Toddler/Little Kids/Big Kids);https://www.6pm.com/p/stella-mccartney-kids-long-sleeve-color-block-dress-with-zipper-toddler-little-kids-big-kids-multi/product/9296561/color/767;https://m.media-amazon.com/images/I/81sPJskxGHL._AC_SX510_.jpg;Multi; 100% lyocell;Her hear is all a flutter when she wears the Stella McCartney Kids™ Long Sleeve Color Block Dress.
Stella McCartney Kids;Zebra Stripe Dress (Toddler/Little Kids/Big Kids);https://www.6pm.com/p/stella-mccartney-kids-zebra-stripe-dress-toddler-little-kids-big-kids-pink-green/product/9296727/color/15117;https://m.media-amazon.com/images/I/91TCvGjnlIL._AC_SX510_.jpg;Pink/Green; Materials: 100% cotton;She will love the jewel neck Stella McCartney Kids™ Zebra Stripe Dress that also features sassy zebra stripes, long sleeves, and a straight hem.
M Missoni;United Lurex Dress;https://www.6pm.com/p/m-missoni-united-lurex-dress-black/product/9332918/color/3;https://m.media-amazon.com/images/I/812g5x+3Z5L._AC_SX510_.jpg;Black; 66% viscose, 34% polyester ;Dazzle the masses in the M Missoni® United Lurex Dress with a soft ruffled mock neckline, short sleeves, and an allover shimmering squiggle design you will be sure to outshine them all!
Bardot Junior;Louris Tassal Shift (Big Kids);https://www.6pm.com/p/bardot-junior-louris-tassal-shift-big-kids-black/product/9365827/color/3;https://m.media-amazon.com/images/I/81Xaay75M8L._AC_SX510_.jpg;Black;" 100% polyester;Lining: 95% polyester, 5% elastane ";Let her shine with dazzling appeal this season in the lovely Bardot™ Louris Tassal Shift dress. The long-sleeve sequin dress is crafted with an attached lining.
Bardot Junior;Zebra Rara Dress (Big Kids);https://www.6pm.com/p/bardot-junior-zebra-rara-dress-big-kids-nude-zebra-print/product/9365825/color/859050;https://m.media-amazon.com/images/I/917aXGxvqBL._AC_SX510_.jpg;Nude Zebra Print; 100% polyester;The adorable Bardot™ Junior Zebra Rara Dress is a must-have staple to complement her roaring style! Fit-and-flare dress crafted with an allover zebra print and a tiered-ruffle hem.
Bardot Junior;Zebra Mesh Dress (Big Kids);https://www.6pm.com/p/bardot-junior-zebra-mesh-dress-big-kids-nude-zebra-print/product/9365817/color/859050;https://m.media-amazon.com/images/I/91CQZK-mG3L._AC_SX510_.jpg;Nude Zebra Print;" 100% polyester;Lining: 100% polyester ";Channel her wild spirit in the long-sleeve Bardot Junior™ Zebra Mesh Dress. With its subtle fit-and-flare silhouette, easy crew neckline, straight hemline, and allover zebra print, this midi dress is sure to be her new fave! 
Trina Turk;Catch Dress;https://www.6pm.com/p/trina-turk-catch-dress-red-hot/product/9415759/color/26748;https://m.media-amazon.com/images/I/717eKEZXtVL._AC_SX510_.jpg;Red Hot; 100% polyester;The Trina Turk™ Catch Dress is the perfect LBD addition— it has a bateau neckline and short flutter sleeves to complement the sheath silhouette. 
Champion College;Notre Dame Fighting Irish Tank Dress;https://www.6pm.com/p/champion-college-notre-dame-fighting-irish-tank-dress-gear-navy/product/9337282/color/849887;https://m.media-amazon.com/images/I/81-JseT3G6L._AC_SX510_.jpg;Gear Navy; 62% polyester, 33% rayon, 5% spandex;Cheer on your team with voices true in the athletic and sporty Champion® College Notre Dame Fighting Irish Tank Dress.
Adrianna Papell;Knit Crepe and Satin Sheath;https://www.6pm.com/p/adrianna-papell-knit-crepe-and-satin-sheath-black-ivory/product/9343571/color/140;https://m.media-amazon.com/images/I/71NvY7U0hfL._AC_SX510_.jpg;Black/Ivory; 95% polyester, 5% elastane ;Make power moves in this Adrianna Papell® Dress. It flaunts a sheath silhouette and a crepe-knit fabrication with a contrast detail at neck. 
Jack by BB Dakota;Sailors Delight Dress;https://www.6pm.com/p/jack-by-bb-dakota-sailors-delight-dress-rose-dawn/product/9236240/color/257722;https://m.media-amazon.com/images/I/81cQBfVQmcL._AC_SX510_.jpg;Rose Dawn; 100% polyesterLining: 100% polyester ;Brighten up your wardrobe with this Jack by BB Dakota® Sailors Delight Dress. 
BCBGeneration;Cocktail Faux Wrap Knit Dress;https://www.6pm.com/p/bcbgeneration-cocktail-faux-wrap-knit-dress-rose-smoke/product/9251050/color/36644;https://m.media-amazon.com/images/I/71FSeQQy3vL._AC_SX510_.jpg;Rose Smoke;" 96% polyester, 4% spandex;Lining: 100% polyester";Feel your best in a stylish BCBGeneration® Cocktail Faux Wrap Knit Dress.
Adrianna Papell;Spotted Burnout Fit and Flare Mock Neck Dress;https://www.6pm.com/p/adrianna-papell-spotted-burnout-fit-and-flare-mock-neck-dress-black/product/9320454/color/3;https://m.media-amazon.com/images/I/81FDq6YaMkL._AC_SX510_.jpg;Black;" 68% polyester, 23% nylon, 9% elastane;Lining: 100% polyester ";Shine brighter than the stars in this stunning Adrianna Papell® Spotted Burnout Fit and Flare Mock Neck Dress.
Bardot;Noni Halter Dress;https://www.6pm.com/p/bardot-noni-halter-dress-brit-melon/product/9234536/color/816450;https://m.media-amazon.com/images/I/81KKWo+PBiL._AC_SX510_.jpg;Brit Melon;" 100% polyester;Lining: 95% polyester, 5% elastane ";Fall in love with this stunning Bardot™ Noni Halter Dress.
American Rose;Abigail Sleeveless Floral Dress;https://www.6pm.com/p/american-rose-abigail-sleeveless-floral-dress-navy/product/9253730/color/9;https://m.media-amazon.com/images/I/81EuO4O7x6L._AC_SX510_.jpg;Navy; 100% polyester Lining: 100% polyester ;Your style will be in full bloom in this American Rose™ Abigail Sleeveless Floral Dress.
Anne Klein;Pocket Front Belted Shirtdress;https://www.6pm.com/p/anne-klein-pocket-front-belted-shirtdress-cherry-blossom/product/9432934/color/55688;https://m.media-amazon.com/images/I/61227cWiX+L._AC_SX510_.jpg;Cherry Blossom; 96% polyester, 4% elastane;The Anne Klein® Pocket Front Belted Shirtdress features a relaxed silhouette with a decorative tie at waistline in a soft poly-blend knit.
Anne Klein;Dress with Attached Sash;https://www.6pm.com/p/anne-klein-dress-with-attached-sash-cherry-blossom-white/product/9432941/color/269202;https://m.media-amazon.com/images/I/618jt6JtNAL._AC_SX510_.jpg;Cherry Blossom/White; 96% cotton, 4% elastane;The Anne Klein® Dress with Attached Sash flaunts a polka-dot print with a bow at waistline so you style can be a gift to us all!
Bardot;Gemma Dress;https://www.6pm.com/p/bardot-gemma-dress-navy/product/9466945/color/9;https://m.media-amazon.com/images/I/71cldg1+Z3L._AC_SX510_.jpg;Navy; 100% polyester;Turn heads in this stunning Bardot® Gemma Dress. 
London Times;Embroidered Jersey V-Neck A-Line Dress;https://www.6pm.com/p/london-times-embroidered-jersey-v-neck-a-line-dress-fiesta-red/product/9275159/color/79831;https://m.media-amazon.com/images/I/81v+EULLiZL._AC_SX510_.jpg;Fiesta Red;" 92% polyester, 8% spandex;Lining: 100% polyester";Have a fun and careful vacation wearing the London Times™ Embroidered Jersey V-Neck A-Line Dress.
Calvin Klein;Ruffle Hem Midi Dress;https://www.6pm.com/p/calvin-klein-ruffle-hem-midi-dress-aubergine/product/9321725/color/21134;https://m.media-amazon.com/images/I/71j3M-oHEML._AC_SX510_.jpg;Aubergine; 94% polyester, 6% spandex ;Go from office to cocktail hour in this Calvin Klein® Ruffle Hem Midi Dress.
WAYF;Eva Faux Wrap Mini Dress;https://www.6pm.com/p/wayf-eva-faux-wrap-mini-dress-black-floral/product/9328666/color/3407;https://m.media-amazon.com/images/I/81-r5+mOH1L._AC_SX510_.jpg;Black Floral;" 100% polyester;Lining: 96% polyester, 4% spandex ";Turn heads in the chic WAYF™ Eva dress.  This mini dress is crafted in a lightweight fabric featuring an allover floral print, and features a faux-wrap design for a flattering drape. 
Donna Morgan;Sleeveless Jacquard Tie-Halter Midi Dress;https://www.6pm.com/p/donna-morgan-sleeveless-jacquard-tie-halter-midi-dress-cobalt-multi/product/9346174/color/178873;https://m.media-amazon.com/images/I/71jVsyquigL._AC_SX510_.jpg;Cobalt Multi; 98% polyester, 2% spandexLining: 100% polyester;Stun your audience when you show up in the mesmerizing Donna Morgan™ Sleeveles Jacquard Tie-Halter Midi Dress, gorgeous!
Donna Morgan;Long Sleeve Georgette Fit-and-Flare with Asymmetrical Hem Dress;https://www.6pm.com/p/donna-morgan-long-sleeve-georgette-fit-and-flare-with-asymmetrical-hem-dress-marigold-multi/product/9346200/color/384789;https://m.media-amazon.com/images/I/81838VPmAYL._AC_SX510_.jpg;Marigold Multi;" 95% polyester, 5% spandex;Lining: 100% polyester ";Turn heads in this gorgeous Donna Morgan™ fit-and-flare dress.  It's crafted in a stretch crepe fabrication with an allover floral print, and features long blouson sleeves with button cuffs, and an asymmetrical hemline. 
